"rank","film","country_of_origin","weekend_gross","distributor","percent_change_on_last_week","weeks_on_release","number_of_cinemas","site_average","total_gross_to_date","weekend_sunday"
5,"Hustlers","USA","1056801","STX Entertainment",-0.21994585,2,484,2183,3321448,2019-09-22
6,"The Lion King","UK/USA","373124","Disney",-0.15621648,10,553,675,74340258,2019-09-22
7,"Casino Royale (Secret Cinema 2019)","UK/USA/Cze","345878","Independent",0.00762394,16,1,345878,8084746,2019-09-22
8,"Once Upon A Time In Hollywood","USA/Chn","277444","Sony Pictures",-0.50411356,6,362,766,20417795,2019-09-22
9,"Dora & The Lost City Of Gold","USA","273519","Paramount",-0.02000695,6,499,548,5467444,2019-09-22
10,"Toy Story 4","USA","256654","Disney",-0.03954672,14,507,506,65228116,2019-09-22
11,"The Farewell","USA","207356","Entertainment",NA,1,99,2095,207356,2019-09-22
12,"Fleabag - NT Live 2019 (Theatre)","UK","177285","National Theatre",8.05840128,3,59,3005,2157564,2019-09-22
13,"Angel Has Fallen","UK/USA","171570","Lionsgate",-0.55135363,5,270,635,7100078,2019-09-22
14,"The Kitchen","USA/Can","107929","Warner Bros",NA,1,335,322,107929,2019-09-22
15,"Angry Birds 2","USA","106822","Sony Pictures",0.03563869,8,290,368,5111832,2019-09-22
16,"Fast & Furious: Hobbs & Shaw","UK/USA","97016","Universal",-0.49711016,8,206,471,20286436,2019-09-22
17,"Kaappaan","Ind","63589","Big Films",NA,1,78,815,63589,2019-09-22
20,"Spider-Man: Far From Home","UK/USA","39391","Sony Pictures",-0.43869074,12,165,239,36937759,2019-09-22
21,"Aladdin","UK/USA","38601","Disney",-0.19170366,18,167,231,37084241,2019-09-22
22,"Nikka Zaildar 3","Ind","38115","Rising Star Entertainment",NA,1,12,3176,38115,2019-09-22
26,"The Zoya Factor","Ind","28793","20th Century Fox",NA,1,67,430,28793,2019-09-22
27,"Blinded By The Light","UK/USA","22218","eOne Films",0.07452725,7,54,411,3091674,2019-09-22
29,"Bait","UK","18815","BFI",-0.18319948,4,32,588,265337,2019-09-22
30,"The Souvenir","UK","17971","Curzon",-0.5055577,4,22,817,438823,2019-09-22
31,"Horrible Histories: The Movie - Rotten Romans","UK","16994","Altitude",-0.58500611,9,124,137,2845074,2019-09-22
32,"Masha And The Bear On The Big Screen","Rus","15774","Vue Entertainment",NA,1,89,177,15774,2019-09-22
33,"Mrs. Lowry And Son","UK","15264","Vertigo",-0.65908025,4,70,218,918776,2019-09-22
34,"For Sama","UK","13866","Republic Film",-0.65550311,2,23,603,83463,2019-09-22
36,"Pal Pal Dil Ke Pass","Ind","12566","Zee Studios",NA,1,17,739,12566,2019-09-22
42,"The Lehman Trilogy - NT Live 2019 (Theatre)","UK","4851","National Theatre",0.98831728,10,3,1617,985237,2019-09-22
45,"Kaappaan (Ireland)","Ind","4045","Ksquare Entertainments",NA,1,8,506,4045,2019-09-22
55,"Pailwaan","Ind","1589","Sandalwood Talkies",NA,1,16,99,1589,2019-09-22
57,"Horrid Henry On The Big Screen","UK","1338","Vue Entertainment",-0.19179147,5,40,33,39042,2019-09-22
58,"Rocketman","UK/USA","1290","Paramount",0.02952913,18,4,323,23436963,2019-09-22
62,"Monty Python's Life of Brian (40th Anniversary)","UK","1063","Trafalgar",NA,24,1,1063,209170,2019-09-22
63,"Margaret Atwood: Live In Cinemas (Theatre)","UK","974","National Theatre",NA,3,3,325,298804,2019-09-22
64,"Westlife - The Twenty Tour Live","UK","966","CinemaLive",0.27077397,12,3,322,971668,2019-09-22
66,"Small Island - NT Live 2019 (Theatre)","UK","921","National Theatre",-0.47461495,14,1,921,844124,2019-09-22
67,"Gaza","UK","858","Wildcard",1.12903226,7,3,286,58329,2019-09-22
70,"The Informer","UK/USA","721","Warner Bros",-0.94523091,4,3,240,702289,2019-09-22
72,"Yesterday","UK","657","Universal",-0.94427008,13,8,82,13726502,2019-09-22
79,"Vita and Virginia","UK/Ire","520","Thunderbird",0.17117117,12,2,260,231693,2019-09-22
81,"Prassthanam","Ind","401","PackYourBag Films",NA,1,3,134,401,2019-09-22
84,"The Beatles: Eight Days a Week - The Touring Years","UK/USA","315","StudioCanal",NA,158,1,315,1187556,2019-09-22
85,"Tolkien","UK/USA","314","20th Century Fox",NA,21,1,314,1812567,2019-09-22
87,"Animals","UK/Aus/Ire","268","Picture House Entertainment",-0.57460317,8,3,89,332799,2019-09-22
88,"Avengers: Endgame","UK/USA","260","Disney",NA,22,1,260,88692771,2019-09-22
91,"A Clockwork Orange, (Re: 2019)","UK/USA","208","BFI",1.6,25,1,208,140181,2019-09-22
93,"Pavarotti","UK/USA/Fra/Ita","182","eOne Films",-0.9215179,10,2,91,709897,2019-09-22
94,"Valmiki","Ind","137","Sun Media",NA,1,1,138,137,2019-09-22
95,"All At Sea","UK/Nor","135","Parkland Entertainment",-0.95078381,2,1,135,3514,2019-09-22
96,"Gwen","UK","107","Bulldog Film Distribution",-0.75955056,10,1,107,37783,2019-09-22
97,"Dumbo","UK/USA","88","Disney",-0.38461538,26,1,88,25140519,2019-09-22
98,"The Big Meeting","UK","87","Shut Out The Light/Miracle",-0.95231727,3,2,44,4939,2019-09-22
101,"Are You Proud?","UK","66","Peccadillo",NA,9,1,66,8265,2019-09-22
102,"Wolf","UK","61","Stroghold",-0.99543311,2,3,20,24970,2019-09-22
108,"Only You","UK/Swe","5","Curzon",-0.92424242,11,1,5,84120,2019-09-22
1,"Downton Abbey","UK/USA","2682080","Universal",-0.18309327,3,722,3715,19379606,2019-09-29
2,"Ad Astra","USA/Bra/Chn","1284924","20th Century Fox",-0.43280405,2,643,1998,4512420,2019-09-29
3,"Hustlers","USA","1011943","STX Entertainment",-0.04267251,3,476,2126,5032934,2019-09-29
4,"Ready Or Not","USA","947958","20th Century Fox",NA,1,425,2230,947958,2019-09-29
5,"It: Chapter Two","USA/Can","940513","Warner Bros",-0.32224414,4,509,1848,17751246,2019-09-29
6,"Fleabag - NT Live 2019 (Theatre)","UK","583718","National Theatre",2.29254991,4,346,1687,2939612,2019-09-29
7,"Rambo: Last Blood","USA","518440","Lionsgate",-0.51782442,2,494,1049,2171031,2019-09-29
8,"The Lion King","UK/USA","461371","Disney",0.22786121,11,548,842,74883521,2019-09-29
9,"Dora & The Lost City Of Gold","USA","368951","Paramount",0.34906723,7,485,761,5859123,2019-09-29
10,"The Goldfinch","USA","320849","Warner Bros",NA,1,515,623,320849,2019-09-29
11,"Toy Story 4","USA","299713","Disney",0.16610676,15,457,656,65541759,2019-09-29
12,"Once Upon A Time In Hollywood","USA/Chn","237259","Sony Pictures",-0.1486695,7,246,964,20851025,2019-09-29
13,"Angry Birds 2","USA","150912","Sony Pictures",0.41274248,9,260,580,5269448,2019-09-29
14,"The Farewell","USA","150672","Entertainment",-0.27336561,2,115,1310,490055,2019-09-29
15,"Casino Royale (Secret Cinema 2019)","UK/USA/Cze","139960","Independent",-0.59534865,17,1,139960,8252560,2019-09-29
16,"Angel Has Fallen","UK/USA","119503","Lionsgate",-0.304301,6,168,711,7326083,2019-09-29
17,"One Man, Two Guvnors - NT Live 2019 Encore (Theatre)","UK","82071","National Theatre",NA,2,92,892,933195,2019-09-29
18,"Fast & Furious: Hobbs & Shaw","UK/USA","79576","Universal",-0.17976416,9,165,482,20395674,2019-09-29
19,"Aladdin","UK/USA","73443","Disney",0.88852889,19,249,295,37166288,2019-09-29
20,"The Last Tree","UK","59844","Picture House Entertainment",NA,1,46,1301,59844,2019-09-29
21,"Don't Let Go","USA","59351","Universal",NA,1,119,499,59351,2019-09-29
22,"Spider-Man: Far From Home","UK/USA","52822","Sony Pictures",0.34096621,13,143,369,36998210,2019-09-29
24,"The Third Man (70th Anniversary)","UK","41808","StudioCanal",NA,1,35,1195,41808,2019-09-29
26,"Bait","UK","31337","BFI",0.66553282,5,41,764,319154,2019-09-29
27,"Namma Veettu Pillai","Ind","29332","Ksquare Entertainments",NA,1,18,1630,29332,2019-09-29
30,"Mrs. Lowry And Son","UK","23502","Vertigo",0.40126401,5,53,443,991695,2019-09-29
33,"The Souvenir","UK","16707","Curzon",-0.07033554,5,21,796,470928,2019-09-29
37,"Horrid Henry On The Big Screen","UK","10107","Vue Entertainment",6.55603799,6,89,114,49176,2019-09-29
39,"For Sama","UK","5858","Republic Film",-0.55708453,3,7,837,104204,2019-09-29
40,"Horrible Histories: The Movie - Rotten Romans","UK","5821","Altitude",-0.66137289,10,37,157,2851580,2019-09-29
41,"Tomorrow","UK","5732","Stroghold",NA,1,41,140,5732,2019-09-29
45,"Roger Waters Us + Them","UK","3556","Trafalgar",NA,1,1,3556,3556,2019-09-29
50,"The Lehman Trilogy - NT Live 2019 (Theatre)","UK","2753","National Theatre",-0.43242965,11,1,2753,989141,2019-09-29
55,"Yesterday","UK","1874","Universal",1.85235921,14,5,375,13734509,2019-09-29
57,"Sea Of Shadows","Aut/USA","1624","Dogwoof",NA,1,2,812,1624,2019-09-29
59,"One Child Nation","USA","1394","Curzon",NA,1,2,697,1394,2019-09-29
62,"Password","UK/Nep","1308","B4U Movies",NA,1,6,218,1308,2019-09-29
64,"Blinded By The Light","UK/USA","1149","eOne Films",-0.95013237,8,6,192,3107895,2019-09-29
65,"Gaza","UK","1050","Wildcard",0.22377622,8,2,525,60994,2019-09-29
69,"Pavarotti","UK/USA/Fra/Ita","822","eOne Films",1.87412587,11,1,822,717524,2019-09-29
71,"Vita and Virginia","UK/Ire","658","Thunderbird",0.26538462,13,2,329,232665,2019-09-29
72,"Skin","USA/Can/Chn/Bra","638","Lionsgate",NA,1,9,71,638,2019-09-29
73,"Westlife - The Twenty Tour Live","UK","604","CinemaLive",-0.37460409,13,1,604,972272,2019-09-29
78,"Wise Children (Theatre)","UK","373","More2Screen",NA,1,1,373,373,2019-09-29
80,"The Big Meeting","UK","340","Shut Out The Light/Miracle",2.91034483,4,1,340,5351,2019-09-29
81,"Margaret Atwood: Live In Cinemas (Theatre)","UK","329","National Theatre",-0.66255778,4,1,329,301253,2019-09-29
84,"The Informer","UK/USA","232","Warner Bros",-0.67822469,5,1,232,703044,2019-09-29
92,"Dumbo","UK/USA","49","Disney",-0.44318182,27,1,49,25140568,2019-09-29
1,"Joker","USA/Can","12555329","Warner Bros",NA,1,666,18852,12555329,2019-10-06
2,"Judy","UK","2086969","20th Century Fox",NA,1,633,3297,2086969,2019-10-06
3,"Downton Abbey","UK/USA","1461074","Universal",-0.46080896,4,668,2187,23109145,2019-10-06
4,"Hustlers","USA","590646","STX Entertainment",-0.42138511,4,415,1423,6178019,2019-10-06
5,"Ad Astra","USA/Bra/Chn","467983","20th Century Fox",-0.63906354,3,511,916,5546154,2019-10-06
6,"The Lion King","UK/USA","366121","Disney",-0.21353853,12,524,699,75317983,2019-10-06
7,"It: Chapter Two","USA/Can","358877","Warner Bros",-0.62135229,5,398,902,18494495,2019-10-06
8,"War","Ind","345418","Yash Raj",NA,1,94,3675,345418,2019-10-06
9,"Dora & The Lost City Of Gold","UK/USA/Aus","304580","Paramount",-0.18261644,8,466,654,6197559,2019-10-06
10,"Ready Or Not","USA","253340","20th Century Fox",-0.73407901,2,401,632,1637064,2019-10-06
11,"Toy Story 4","USA","245957","Disney",-0.18313603,16,474,519,65802558,2019-10-06
12,"Hitsville: The Making Of Motown","UK/USA","235542","Altitude",NA,1,7,33649,235542,2019-10-06
13,"Rambo: Last Blood","USA","168960","Lionsgate",-0.67596055,3,334,506,2639314,2019-10-06
14,"My People, My Country","Chn","135349","Guang Hua Media",NA,1,18,7519,135349,2019-10-06
15,"Casino Royale (Secret Cinema 2019)","UK/USA/Cze","129417","Independent",-0.07532867,18,1,129417,8433970,2019-10-06
17,"Roger Waters Us + Them","UK","118051","Trafalgar",NA,2,159,742,359723,2019-10-06
18,"Fleabag - NT Live 2019 (Theatre)","UK","86096","National Theatre",-0.85310963,5,69,1248,3523891,2019-10-06
19,"The Captain","Chn","85264","Trinity/Cine Asia",NA,1,24,3553,85264,2019-10-06
22,"Vampirina: Fang-Tastic Party","USA","74628","Disney",NA,1,426,175,74628,2019-10-06
23,"Sye Raa Narasimha Reddy","Ind","63164","Sailing Stones",NA,1,39,1620,63164,2019-10-06
25,"Angel Has Fallen","UK/USA","45378","Lionsgate",-0.62327215,7,103,441,7420331,2019-10-06
27,"One Man, Two Guvnors - NT Live 2019 Encore (Theatre)","UK","29687","National Theatre",-0.67553051,3,39,761,1037369,2019-10-06
28,"Asuran","Ind","28998","Big Films",NA,1,12,2417,28998,2019-10-06
30,"Fast & Furious: Hobbs & Shaw","UK/USA","23427","Universal",-0.70732347,10,83,282,20437448,2019-10-06
31,"The Climbers","Chn","22795","Trinity/Cine Asia",NA,1,24,950,22795,2019-10-06
32,"Aladdin","UK/USA","21915","Disney",-0.70276685,20,95,231,37191137,2019-10-06
33,"Unplanned","USA","21770","Kaleidoscope",NA,1,26,837,21770,2019-10-06
34,"The Last Tree","UK","19982","Picture House Entertainment",-0.66451201,2,29,689,113427,2019-10-06
35,"Spider-Man: Far From Home","UK/USA","19057","Sony Pictures",-0.64568847,14,68,280,37026331,2019-10-06
36,"Mrs. Lowry And Son","UK","18571","Vertigo",-0.24514267,6,22,844,1061133,2019-10-06
37,"Good Posture","UK/USA","14184","Pinpoint/Munro",NA,1,36,394,14184,2019-10-06
39,"Bait","UK","10903","BFI",-0.60416062,6,19,574,346015,2019-10-06
40,"The Souvenir","UK","9320","Curzon",-0.44215,6,14,666,494595,2019-10-06
41,"Miss Saigon: 25th Anniversary Performance (Musical)","UK","9197","Universal",NA,156,16,575,2176094,2019-10-06
49,"Wise Children (Theatre)","UK","3804","More2Screen",NA,2,17,224,56577,2019-10-06
53,"Werewolf","Pol/Nld/Ger","2890","Eureka",NA,1,7,413,2890,2019-10-06
54,"The Third Man (70th Anniversary)","UK","2726","StudioCanal",-0.93908516,2,6,454,49658,2019-10-06
58,"Losing Alaska","Ire","2411","Break Out Pictures",NA,1,3,804,2411,2019-10-06
59,"Annem","Tur","2120","Kinostar",NA,1,2,1060,2120,2019-10-06
60,"Blinded By The Light","UK/USA","1989","eOne Films",-0.59258501,9,6,332,3122562,2019-10-06
63,"For Sama","UK","1847","Republic Film",-0.68470468,4,5,369,112095,2019-10-06
64,"Horrible Histories: The Movie - Rotten Romans","UK","1538","Altitude",-0.73578423,11,11,140,2854640,2019-10-06
73,"Asuran (Ireland)","Ind","799","Ksquare Entertainments",NA,1,2,399,799,2019-10-06
74,"Yesterday","UK","776","Universal",-0.58591249,15,4,194,13779609,2019-10-06
81,"The Big Meeting","UK","317","Shut Out The Light/Miracle",-0.06819518,5,2,159,5718,2019-10-06
82,"Margaret Atwood: Live In Cinemas (Theatre)","UK","312","National Theatre",-0.05022831,5,1,312,304995,2019-10-06
87,"Howards End (Re: 2017)","UK","166","BFI",NA,115,9,18,93389,2019-10-06
89,"Animals","UK/Aus/Ire","137","Picture House Entertainment",NA,10,1,137,334656,2019-10-06
93,"Pavarotti","UK/USA/Fra/Ita","96","eOne Films",-0.88321168,12,1,96,719037,2019-10-06
95,"Tomorrow","UK","75","Stroghold",-0.98692697,2,2,38,10938,2019-10-06
96,"The Informer","UK/USA","72","Warner Bros",-0.69137931,6,1,72,703827,2019-10-06
1,"Joker","USA/Can","9766609","Warner Bros",-0.22304689,2,673,14512,30030142,2019-10-13
2,"Abominable","USA/Chn","2141256","Universal",NA,1,548,3907,2141462,2019-10-13
3,"Gemini Man","USA","1718511","Paramount",NA,1,523,3286,1718511,2019-10-13
4,"Judy","UK","1130442","20th Century Fox",-0.45829781,2,658,1718,4722052,2019-10-13
5,"Downton Abbey","UK/USA","949205","Universal",-0.35490005,5,621,1529,25394967,2019-10-13
6,"Hustlers","USA","359344","STX Entertainment",-0.39228357,5,328,1096,6871794,2019-10-13
7,"Turandot - Met Opera 2019 (Opera)","USA","241053","Trafalgar",NA,1,188,1282,241053,2019-10-13
8,"The Day Shall Come","UK/USA","169898","eOne Films",NA,1,173,982,169898,2019-10-13
9,"The Lion King","UK/USA","160684","Disney",-0.56235608,13,414,388,75523523,2019-10-13
10,"Ad Astra","USA/Bra/Chn","153888","20th Century Fox",-0.67144205,4,297,518,5935880,2019-10-13
11,"Toy Story 4","USA","134765","Disney",-0.45369728,17,376,358,65955317,2019-10-13
12,"Dora & The Lost City Of Gold","UK/USA/Aus","129043","Paramount",-0.57744574,9,361,357,6350665,2019-10-13
13,"It: Chapter Two","USA/Can","117519","Warner Bros",-0.67321339,6,234,502,18771856,2019-10-13
14,"War","Ind","104223","Yash Raj",-0.69826992,2,50,2084,583681,2019-10-13
15,"Metallica & San Francisco Symphony: S&M² (Concert)","USA","97815","Trafalgar",NA,2,74,1322,516729,2019-10-13
18,"The Sky Is Pink","Ind","62813","PackYourBag Films",NA,1,52,1208,62813,2019-10-13
21,"Fleabag - NT Live 2019 (Theatre)","UK","39365","National Theatre",-0.55359186,6,31,1270,3764596,2019-10-13
25,"A Bump Along The Way","UK","34233","Element Pictures",NA,1,37,925,34233,2019-10-13
26,"Legiony","Pol","32797","Magnetes",NA,1,134,245,32797,2019-10-13
27,"Billy Connolly - The Sex Life Of Bandages","UK","29956","CinemaLive",NA,2,53,565,435442,2019-10-13
28,"Don Giovanni - ROH, London 2019/20 (Opera)","UK","24788","Royal Opera House",21.04626673,2,78,318,339628,2019-10-13
31,"Farming","UK/USA","22028","Lionsgate",NA,1,36,612,22028,2019-10-13
33,"Angel Has Fallen","UK/USA","14108","Lionsgate",-0.69139232,8,59,239,7456528,2019-10-13
34,"Mrs. Lowry And Son","UK","13557","Vertigo",-0.36879598,7,18,753,1104708,2019-10-13
35,"Bait","UK","12605","BFI",0.10000873,7,18,700,372952,2019-10-13
38,"The Last Tree","UK","10720","Picture House Entertainment",-0.46893887,3,20,536,139319,2019-10-13
40,"Tara Mira","Ind","9704","B4U Movies",NA,1,9,1078,9704,2019-10-13
41,"Spider-Man: Far From Home","UK/USA","8941","Sony Pictures",-0.53082857,15,47,190,37037828,2019-10-13
42,"Tehran: City Of Love","UK/Ira/Nld","7230","New Wave",NA,1,7,1033,7230,2019-10-13
43,"7 Kogustaki Mucize","Tur","6778","Kinostar",NA,1,2,3389,6778,2019-10-13
44,"Roger Waters Us + Them","UK","6610","Trafalgar",-0.94550428,3,10,661,369576,2019-10-13
45,"Aladdin","UK/USA","6579","Disney",-0.70434118,21,36,183,37200723,2019-10-13
47,"American Woman","USA","5847","Signature Entertainment",NA,1,6,975,5847,2019-10-13
50,"The Souvenir","UK","4688","Curzon",-0.50574591,7,4,1172,510007,2019-10-13
51,"Fast & Furious: Hobbs & Shaw","UK/USA","4631","Universal",-0.80232211,11,47,99,20448914,2019-10-13
52,"Bing at the Cinema","UK","4398","Vue Entertainment",NA,77,14,314,131240,2019-10-13
53,"Hitsville: The Making Of Motown","UK/USA","4241","Altitude",-0.98199472,2,7,606,246520,2019-10-13
56,"The Hero","Rus","3727","Kinostar",NA,1,3,1242,3727,2019-10-13
57,"Blinded By The Light","UK/USA","3542","eOne Films",0.42765014,10,5,708,3153010,2019-10-13
58,"Horrible Histories: The Movie - Rotten Romans","UK","3282","Altitude",1.13394018,12,5,656,2859296,2019-10-13
59,"One Man, Two Guvnors - NT Live 2019 Encore (Theatre)","UK","2963","National Theatre",-0.90447303,4,4,741,1069461,2019-10-13
60,"Porinju Mariam Jose","Ind","2848","Sun Media",NA,1,10,285,2848,2019-10-13
63,"Aruvam","Ind","2580","Ksquare Entertainments",NA,1,4,645,2580,2019-10-13
65,"For Sama","UK","2088","Republic Film",0.13048186,5,6,348,117444,2019-10-13
66,"Durj","Pak","2014","Zashko Films",NA,1,9,224,2014,2019-10-13
67,"Petromax","Ind","1966","Sun Media",NA,1,6,328,1966,2019-10-13
69,"The Lehman Trilogy - NT Live 2019 (Theatre)","UK","1871","National Theatre",NA,13,1,1871,992998,2019-10-13
70,"Good Posture","UK/USA","1870","Pinpoint/Munro",-0.86984967,2,9,208,25315,2019-10-13
74,"Ella Fitzgerald: Just One Of Those Things","UK/USA","1609","Music Screen",NA,23,3,536,37235,2019-10-13
78,"Placido Domingo - 50th Anniversary Gala Evening (Concert)","UK/Ita","1251","CinemaLive",NA,3,1,1251,195191,2019-10-13
82,"Tomorrow","UK","890","Stroghold",10.86666667,3,2,445,12200,2019-10-13
83,"Wise Children (Theatre)","UK","673","More2Screen",-0.83843109,3,4,168,67520,2019-10-13
84,"The Third Man (70th Anniversary)","UK","650","StudioCanal",-0.76155539,3,2,325,53013,2019-10-13
94,"Yesterday","UK","394","Universal",-0.49226804,16,1,394,13794760,2019-10-13
96,"Jallikattu","Ind","376","RFT Films",NA,1,1,376,376,2019-10-13
101,"Animals","UK/Aus/Ire","214","Picture House Entertainment",0.5620438,11,1,214,334870,2019-10-13
105,"Young Soul Rebels","UK/Fra/Ger/Esp","98","BFI",NA,1469,1,98,42186,2019-10-13
108,"The Big Meeting","UK","34","Shut Out The Light/Miracle",-0.90416667,6,1,35,5996,2019-10-13
1,"Joker","USA/Can","5489716","Warner Bros",-0.43801054,3,682,8049,40302422,2019-10-20
2,"Maleficent: Mistress Of Evil","UK/USA","3300000","Disney",NA,1,610,5410,3300000,2019-10-20
3,"Shaun The Sheep Movie: Farmageddon","UK","1305511","StudioCanal",NA,1,584,2235,1305511,2019-10-20
4,"Zombieland: Double Tap","USA","1242352","Sony Pictures",NA,1,446,2786,1242352,2019-10-20
5,"Abominable","USA/Chn","999351","Universal",-0.53344407,2,575,1738,3716273,2019-10-20
6,"Gemini Man","USA","711925","Paramount",-0.58587125,2,511,1393,3203383,2019-10-20
7,"Official Secrets","UK/USA","537990","eOne Films",NA,1,379,1419,537990,2019-10-20
8,"Judy","UK","520932","20th Century Fox",-0.5396647,3,574,908,6277344,2019-10-20
9,"Downton Abbey","UK/USA","420135","Universal",-0.56510819,6,511,822,26659286,2019-10-20
10,"Hustlers","USA","173699","STX Entertainment",-0.5166216,6,230,755,7253643,2019-10-20
11,"Corpus Christi","Pol","64450","Vertigo",NA,1,90,716,64450,2019-10-20
12,"Mystify: Michael Hutchence","Aus/UK","62776","Dogwoof",NA,1,8,7847,62776,2019-10-20
13,"Dora & The Lost City Of Gold","UK/USA/Aus","55546","Paramount",-0.569551,10,304,183,6430483,2019-10-20
